,name,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,added,month
685,Afterparty,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Singleplayer']",2019-10-29,3.62,4,47,74,"{'yet': 28, 'owned': 191, 'beaten': 21, 'toplay': 115, 'dropped': 15, 'playing': 13}",10
686,Pro Evolution Soccer 2018,5,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'Xbox Store', 'Xbox 360 Store']",1,['Sports'],"['Full controller support', 'In-App Purchases', 'Atmospheric', 'Co-op', 'Football', 'Heist', 'Horror', 'Local Co-Op', 'Local Multiplayer', 'Mature', 'Memes', 'Multiplayer', 'Online Co-Op', 'Open World', 'Sexual Content', 'Singleplayer', 'Soccer', 'Online multiplayer', 'cooperative']",2017-09-12,3.55,4,99,84,"{'yet': 9, 'owned': 296, 'beaten': 26, 'toplay': 1, 'dropped': 39, 'playing': 11}",9
687,Metrico+,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",4,"['Indie', 'Adventure', 'Action', 'Puzzle']","['Full controller support', 'Abstract', 'Steam Achievements', 'Steam Cloud', 'Puzzle-Platformer', 'Singleplayer']",2016-08-23,2.06,1,18,66,"{'yet': 25, 'owned': 343, 'beaten': 4, 'toplay': 1, 'dropped': 5}",8
688,Blood Bowl 2,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Strategy', 'Sports']","['Full controller support', 'In-App Purchases', 'Steam Achievements', 'Steam Cloud', 'Board Game', 'Dark Humor', 'Difficult', 'Fantasy', 'Football', 'Games Workshop', 'Gore', 'Multiplayer', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy', 'Violent', 'Warhammer 40K', 'steam-trading-cards']",2015-09-22,3.35,4,49,76,"{'yet': 15, 'owned': 328, 'beaten': 5, 'toplay': 2, 'dropped': 22, 'playing': 5}",9
689,Tom Clancy's Ghost Recon Breakpoint,3,"['PC', 'PlayStation', 'Xbox']",3,"['PlayStation Store', 'Xbox Store', 'Epic Games']",1,['Shooter'],"['Co-op', 'Military', 'Team', 'soldier', 'jungle', 'guns']",2019-10-04,2.48,1,76,59,"{'yet': 10, 'owned': 215, 'beaten': 18, 'toplay': 89, 'dropped': 29, 'playing': 13}",10
690,Redeemer,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Indie', 'Action']","['Full controller support', 'Action-Adventure', 'Arena Shooter', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Character Action Game', 'Controller', 'Fast-Paced', 'Gore', 'Hack and Slash', 'Martial Arts', 'Mouse only', 'Silent Protagonist', 'Singleplayer', 'Spectacle fighter', 'Top-Down', 'Twin Stick Shooter', 'Violent', 'steam-trading-cards']",2017-08-01,3.38,4,32,64,"{'yet': 17, 'owned': 319, 'beaten': 13, 'toplay': 10, 'dropped': 12, 'playing': 3}",8
691,We Are The Dwarves,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Captions available', 'Commentary available', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Competitive', 'Co-op', 'Exploration', 'Real Time Tactics', 'Real-Time with Pause', 'Singleplayer', 'Tactical', 'Tactical RPG', 'steam-trading-cards']",2016-02-19,2.76,4,17,60,"{'yet': 28, 'owned': 335, 'beaten': 2, 'toplay': 1, 'dropped': 7}",2
692,Master of Orion,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",1,['Strategy'],"['4X', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Grand Strategy', 'Multiplayer', 'Remake', 'Sci-fi', 'Singleplayer', 'Space', 'Turn-Based', 'Turn-Based Strategy', 'achievements', 'controller support', 'cooperative', 'steam-trading-cards', 'stats']",2016-02-26,3.57,4,54,74,"{'yet': 21, 'owned': 304, 'beaten': 20, 'toplay': 9, 'dropped': 15, 'playing': 3}",2
693,Strange Brigade,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Adventure', 'Action', 'Puzzle']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Co-op', 'Horror', 'Online Co-Op', 'Singleplayer', 'Violent', 'Zombies', 'cooperative']",2018-08-28,3.3,4,83,72,"{'yet': 12, 'owned': 295, 'beaten': 20, 'toplay': 15, 'dropped': 23, 'playing': 7}",8
694,Etherborn,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",2,"['Indie', 'Adventure']","['Full controller support', 'Singleplayer']",2019-07-17,3.27,4,11,69,"{'yet': 22, 'owned': 324, 'beaten': 6, 'toplay': 15, 'dropped': 3, 'playing': 1}",7
695,Chronicle: RuneScape Legends,2,"['PC', 'Apple Macintosh']",1,['Steam'],2,"['Strategy', 'Adventure']","['In-App Purchases', 'Steam Achievements', 'Board Game', 'Card Game', 'Fantasy', 'Free to Play', 'Multiplayer', 'RPG', 'Singleplayer', 'Trading Card Game', 'steam-trading-cards']",2016-05-26,2.78,3,27,76,"{'yet': 17, 'owned': 334, 'beaten': 5, 'dropped': 14}",5
696,Trials of the Blood Dragon,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",1,['Racing'],"['1980s', 'Partial Controller Support', 'Anime', 'Steam Achievements', 'Great Soundtrack', 'Retro', 'Singleplayer', 'steam-trading-cards']",2016-06-13,3.32,4,71,54,"{'yet': 9, 'owned': 318, 'beaten': 23, 'toplay': 1, 'dropped': 14, 'playing': 5}",6
697,F1 2018,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Racing', 'Simulation', 'Sports']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Multiplayer', 'Realistic', 'Singleplayer', 'VR', 'cooperative']",2018-08-23,3.91,4,75,84,"{'yet': 4, 'owned': 310, 'beaten': 14, 'toplay': 7, 'dropped': 24, 'playing': 10}",8
698,Spintires: MudRunner,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",1,['Simulation'],"['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Driving', 'Offroad', 'Online Co-Op', 'Open World', 'Physics', 'Realistic', 'Singleplayer', 'VR', 'cooperative', 'steam-trading-cards']",2017-10-31,3.97,4,63,72,"{'yet': 6, 'owned': 306, 'beaten': 13, 'toplay': 12, 'dropped': 22, 'playing': 10}",10
699,Rusty Lake Hotel,4,"['PC', 'iOS', 'Android', 'Apple Macintosh']",4,"['Steam', 'App Store', 'GOG', 'Google Play']",3,"['Indie', 'Adventure', 'Puzzle']","['2D', 'Horror', 'Point & Click', 'Singleplayer', 'Surreal', 'steam-trading-cards']",2015-12-14,3.93,4,54,65,"{'yet': 23, 'owned': 287, 'beaten': 52, 'toplay': 2, 'dropped': 1}",12
700,Big Pharma,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Strategy', 'Indie', 'Simulation']","['2D', 'Steam Achievements', 'Steam Cloud', 'Economy', 'Isometric', 'Management', 'Singleplayer', 'overlay', 'Automation', 'steam-trading-cards']",2015-08-26,3.34,4,29,72,"{'yet': 17, 'owned': 315, 'beaten': 7, 'toplay': 4, 'dropped': 14, 'playing': 4}",8
701,Ninja Senki DX,4,"['PC', 'PlayStation', 'Apple Macintosh']",2,"['Steam', 'PlayStation Store']",2,"['Indie', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Ninja', 'Pixel Graphics', 'Retro', 'Singleplayer', 'steam-trading-cards']",2016-02-23,2.53,3,53,72,"{'yet': 16, 'owned': 309, 'beaten': 6, 'dropped': 28, 'playing': 1}",2
702,Tales of Vesperia: Definitive Edition,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",1,['Steam'],1,['RPG'],"['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Co-op', 'Great Soundtrack', 'JRPG', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'RPG', 'Singleplayer', 'Story Rich']",2019-01-10,3.37,4,84,81,"{'yet': 41, 'owned': 180, 'beaten': 34, 'toplay': 63, 'dropped': 18, 'playing': 22}",1
703,BUTCHER,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Platformer', 'Indie', 'Action']","['2D', 'Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Dark', 'Difficult', 'First-Person', 'Gore', 'Great Soundtrack', 'Pixel Graphics', 'Retro', 'Singleplayer', 'Violent', 'steam-trading-cards']",2016-10-04,3.3,4,20,70,"{'yet': 20, 'owned': 317, 'beaten': 4, 'toplay': 5, 'dropped': 8, 'playing': 2}",10
704,Artifact,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],1,['Strategy'],"['In-App Purchases', 'Steam Cloud', 'Card Game', 'Competitive', 'Difficult', 'e-sports', 'Fantasy', 'Multiplayer', 'Singleplayer', 'Tactical', 'Trading Card Game', 'Online multiplayer', 'stats']",2018-11-28,3.04,3,83,76,"{'yet': 5, 'owned': 270, 'beaten': 7, 'toplay': 8, 'dropped': 58, 'playing': 8}",11
705,Hot Tin Roof: The Cat That Wore A Fedora,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Detective', 'Female Protagonist', 'Metroidvania', 'Noir', 'RPG', 'Singleplayer', 'controller support', 'cats', 'steam-trading-cards', 'stats']",2015-02-19,2.07,1,15,66,"{'yet': 23, 'owned': 325, 'beaten': 1, 'dropped': 6}",2
706,Hide and Shriek,1,['PC'],1,['Steam'],1,['Action'],"['Steam Achievements', 'Atmospheric', 'Competitive', 'First-Person', 'Funny', 'Horror', 'Memes', 'Multiplayer', 'Mystery', 'Psychological', 'Thriller', 'VR', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats']",2016-10-25,2.79,3,24,68,"{'yet': 15, 'owned': 329, 'toplay': 1, 'dropped': 10}",10
707,Shiftlings,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Comedy', 'Co-op', 'Puzzle-Platformer', 'Singleplayer', 'Split Screen', 'cooperative', 'puzzles', 'steam-trading-cards']",2015-03-03,2.29,3,6,70,"{'yet': 23, 'owned': 324, 'beaten': 2, 'dropped': 2, 'playing': 1}",3
708,Pit People,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']",4,"['Strategy', 'Indie', 'Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Co-op', 'Early Access', 'Funny', 'Gore', 'Great Soundtrack', 'Hex Grid', 'Local Co-Op', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Singleplayer', 'Turn-Based', 'Turn-Based Combat', 'Online multiplayer', 'cooperative']",2017-01-13,3.65,4,72,78,"{'yet': 21, 'owned': 260, 'beaten': 13, 'toplay': 13, 'dropped': 29, 'playing': 15}",1
709,Dream Daddy: A Dad Dating Simulator,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Nintendo Store']",3,"['Casual', 'Indie', 'Simulation']","['Captions available', 'Partial Controller Support', 'Character Customization', 'Choices Matter', 'Comedy', 'Cute', 'Dating Sim', 'Funny', 'Great Soundtrack', 'Mature', 'Memes', 'Multiple Endings', 'NSFW', 'Nudity', 'Romance', 'Sexual Content', 'Singleplayer', 'Story Rich', 'Visual Novel', 'Training', 'lifestyle', 'LGBTQ+']",2017-07-13,3.84,4,55,73,"{'yet': 32, 'owned': 225, 'beaten': 53, 'toplay': 16, 'dropped': 17, 'playing': 7}",7
710,POSTAL Redux,1,['PC'],1,['Steam'],2,"['Indie', 'Action']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Co-op', 'Dark', 'Dark Humor', 'Family Friendly', 'Gore', 'Horror', 'Isometric', 'Memes', 'Multiplayer', 'Online Co-Op', 'Remake', 'Singleplayer', 'Top-Down Shooter', 'Twin Stick Shooter', 'Villain Protagonist', 'Violent', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2016-05-20,3.21,4,28,54,"{'yet': 11, 'owned': 319, 'beaten': 9, 'toplay': 2, 'dropped': 7, 'playing': 2}",5
711,Immortal Planet,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Full controller support', 'Isometric', 'RPG', 'Singleplayer']",2017-07-27,2.09,1,11,65,"{'yet': 26, 'owned': 313, 'beaten': 3, 'toplay': 6, 'dropped': 2}",7
712,Ash of Gods,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],5,"['Adventure', 'Action', 'RPG', 'Strategy', 'Indie']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Choices Matter', 'Dark Fantasy', 'Exploration', 'Fantasy', 'Isometric', 'RPG', 'Singleplayer', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Turn-Based', 'Violent', 'Online multiplayer', 'Role Playing Game']",2018-03-23,3.77,4,56,65,"{'yet': 19, 'owned': 278, 'beaten': 17, 'toplay': 19, 'dropped': 11, 'playing': 5}",3
713,Age of Wonders: Planetfall,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",1,['Strategy'],"['4X', 'Steam Achievements', 'Economy', 'Multiplayer', 'Politics', 'Sci-fi', 'Singleplayer', 'Turn-Based Strategy', 'Online multiplayer', 'cooperative']",2019-08-05,3.68,4,47,81,"{'yet': 21, 'owned': 233, 'beaten': 5, 'toplay': 57, 'dropped': 22, 'playing': 11}",8
714,Total War Battles: KINGDOM,4,"['PC', 'iOS', 'Android', 'Apple Macintosh']",3,"['Steam', 'App Store', 'Google Play']",2,"['Strategy', 'Action']","['City Builder', 'Free to Play', 'Medieval', 'Multiplayer', 'RTS', 'Singleplayer', 'War']",2015-04-09,1.68,1,19,67,"{'yet': 5, 'owned': 328, 'beaten': 3, 'toplay': 1, 'dropped': 7}",4
715,Heat Signature,1,['PC'],1,['Steam'],4,"['Indie', 'Adventure', 'Action', 'Simulation']","['2D', 'Full controller support', 'Procedural Generation', 'Sci-fi', 'Singleplayer', 'Space', 'Stealth']",2017-09-21,4.02,4,61,79,"{'yet': 12, 'owned': 268, 'beaten': 12, 'toplay': 12, 'dropped': 29, 'playing': 11}",9
716,Super Rude Bear Resurrection,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",2,"['Steam', 'PlayStation Store']",2,"['Indie', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Difficult', 'Fast-Paced', 'Gore', 'Great Soundtrack', 'Replay Value', 'Side Scroller', 'Singleplayer', 'Time Attack', 'Violent', 'steam-trading-cards', 'stats']",2017-05-02,2.42,3,12,78,"{'yet': 31, 'owned': 306, 'beaten': 1, 'dropped': 5}",5
717,"Guns, Gore & Cannoli",5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Shooter', 'Arcade', 'Action']","['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Cartoon', 'Classic', 'Comedy', 'Co-op', 'Fast-Paced', 'First-Person', 'Funny', 'Gore', 'Local Co-Op', 'Local Multiplayer', 'Retro', ""Shoot 'Em Up"", 'Side Scroller', 'Singleplayer', 'Split Screen', 'Zombies', 'cooperative', 'steam-trading-cards']",2015-04-29,3.79,4,60,74,"{'yet': 10, 'owned': 267, 'beaten': 41, 'toplay': 8, 'dropped': 13, 'playing': 1}",4
718,Disgaea PC,1,['PC'],1,['Steam'],1,['RPG'],"['2D', 'Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Demons', 'Funny', 'Great Soundtrack', 'JRPG', 'Pixel Graphics', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'steam-trading-cards']",2016-02-24,4.0,4,22,74,"{'yet': 27, 'owned': 289, 'beaten': 8, 'toplay': 5, 'dropped': 8, 'playing': 2}",2
719,Toren,3,"['PC', 'PlayStation', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'GOG']",2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dragons', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Puzzle-Platformer', 'RPG', 'Short', 'Singleplayer', 'steam-trading-cards']",2015-05-11,2.82,3,28,57,"{'yet': 20, 'owned': 285, 'beaten': 19, 'toplay': 4, 'dropped': 9}",5
720,The Way,5,"['PC', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",3,"['Steam', 'Xbox Store', 'GOG']",5,"['Adventure', 'Action', 'Puzzle', 'Indie', 'Platformer']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Pixel Graphics', 'Puzzle-Platformer', 'Retro', 'Sci-fi', 'Singleplayer']",2016-05-19,3.31,4,24,67,"{'yet': 25, 'owned': 286, 'beaten': 8, 'toplay': 6, 'dropped': 11, 'playing': 1}",5
721,Chaos Reborn,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",3,"['Strategy', 'Indie', 'RPG']","['Cross-Platform Multiplayer', 'Full controller support', 'Steam Achievements', 'Asynchronous Multiplayer', 'Board Game', 'Card Game', 'Co-op', 'Fantasy', 'Hex Grid', 'Kickstarter', 'Magic', 'Multiplayer', 'RPG', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'controller support', 'steam-trading-cards']",2015-10-25,2.7,3,10,85,"{'yet': 16, 'owned': 304, 'toplay': 4, 'dropped': 11}",10
722,Bomber Crew,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Strategy', 'Simulation']","['Partial Controller Support', 'Steam Achievements', 'Singleplayer', '3D']",2017-10-19,3.59,4,54,75,"{'yet': 22, 'owned': 278, 'beaten': 12, 'toplay': 2, 'dropped': 18, 'playing': 3}",10
723,Convoy,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",5,"['Adventure', 'Action', 'RPG', 'Strategy', 'Indie']","['2D', 'Steam Achievements', 'Atmospheric', 'Difficult', 'Exploration', 'Great Soundtrack', 'Lore-Rich', 'Moddable', 'Pixel Graphics', 'Post-apocalyptic', 'Retro', 'RPG', 'Sci-fi', 'Singleplayer', 'Top-Down', 'role-playing', 'Roguelike', 'Roguelite', 'steam-trading-cards']",2015-04-20,3.29,4,16,72,"{'yet': 21, 'owned': 297, 'beaten': 5, 'toplay': 3, 'dropped': 6, 'playing': 2}",4
724,Hover: Revolt Of Gamers,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store', 'itch.io']",4,"['Racing', 'Adventure', 'Action', 'Indie']","['3D Platformer', 'Full controller support', 'Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Colorful', 'Co-op', 'Cyberpunk', 'Early Access', 'Fast-Paced', 'First-Person', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'Open World', 'Parkour', 'Sci-fi', 'Singleplayer', 'Third Person', 'VR', 'Online multiplayer', 'cooperative']",2015-04-06,2.93,4,14,69,"{'yet': 20, 'owned': 299, 'beaten': 3, 'toplay': 5, 'dropped': 5, 'playing': 1}",4
725,The Deer God,10,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store', 'Google Play']",3,"['Indie', 'Adventure', 'Simulation']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Co-op', 'Pixel Graphics', 'Singleplayer']",2015-02-27,2.69,3,29,59,"{'yet': 13, 'owned': 284, 'beaten': 8, 'toplay': 3, 'dropped': 23, 'playing': 1}",2
726,Valkyria Chronicles 4,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",3,"['Strategy', 'Action', 'RPG']","['Anime', 'JRPG', 'RPG', 'Singleplayer', 'Story Rich', 'Strategy RPG', 'Tactical', 'Third Person', 'Turn-Based', 'War', 'role-playing']",2018-03-21,3.89,4,46,83,"{'yet': 30, 'owned': 177, 'beaten': 21, 'toplay': 77, 'dropped': 13, 'playing': 13}",3
727,GNOG,4,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh']",6,"['Steam', 'PlayStation Store', 'App Store', 'GOG', 'itch.io', 'Epic Games']",4,"['Casual', 'Indie', 'Adventure', 'Puzzle']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Colorful', 'Music', 'Point & Click', 'Relaxing', 'Singleplayer', 'VR', 'Non violent', 'indiecade', 'indiecade-2017']",2017-05-02,3.91,4,51,76,"{'yet': 62, 'owned': 187, 'beaten': 52, 'toplay': 18, 'dropped': 7, 'playing': 4}",5
728,DOOM VFR,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",2,"['Shooter', 'Action']","['Gore', 'Horror', 'Singleplayer', 'Violent', 'VR']",2017-12-01,3.75,4,64,70,"{'yet': 11, 'owned': 253, 'beaten': 23, 'toplay': 3, 'dropped': 26, 'playing': 10}",12
729,Concrete Jungle,4,"['PC', 'iOS', 'Android', 'Apple Macintosh']",3,"['Steam', 'App Store', 'Google Play']",3,"['Strategy', 'Indie', 'Puzzle']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Card Game', 'City Builder', 'Colorful', 'Isometric', 'Singleplayer', 'Split Screen', 'steam-trading-cards']",2015-09-23,3.74,4,19,76,"{'yet': 15, 'owned': 288, 'beaten': 7, 'toplay': 1, 'dropped': 12, 'playing': 2}",9
730,Life is Feudal: Your Own,1,['PC'],1,['Steam'],4,"['Indie', 'Action', 'RPG', 'Simulation']","['Steam Achievements', 'Atmospheric', 'Building', 'Co-op', 'Crafting', 'Historical', 'Medieval', 'MMORPG', 'Multiplayer', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Survival', 'Walking Simulator', 'cooperative', 'steam-trading-cards', 'stats']",2015-11-17,2.75,3,34,63,"{'yet': 9, 'owned': 287, 'beaten': 3, 'toplay': 5, 'dropped': 19, 'playing': 1}",11
731,Grow Up,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",4,"['Casual', 'Indie', 'Adventure', 'Action']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Colorful', 'Cute', 'Exploration', 'Family Friendly', 'Open World', 'Robots', 'Singleplayer', 'steam-trading-cards']",2016-08-16,3.8,4,59,71,"{'yet': 19, 'owned': 235, 'beaten': 42, 'toplay': 11, 'dropped': 13, 'playing': 2}",8
