game,developer,number of devs,rating,rating count,metacritic,first dev
Oh...Sir! Prototype,['Vile Monarch'],1,2.43,14,64,Vile Monarch
Monument Valley 2,['ustwo games'],1,4.34,124,85,ustwo games
LEGO DC Super-Villains,"[""Traveller's Tales"", 'Warner Bros. Interactive']",2,3.77,43,74,Traveller's Tales
Bedlam,"['RedBedlam', 'Vision Games Publishing']",2,2.63,19,54,RedBedlam
Dicey Dungeons,"['Terry Cavanagh', 'chipzel', 'Marlowe Dobbe']",3,4.3,33,80,Terry Cavanagh
Candle: The Power of the Flame,"['Merge Games Limited', 'Teku Studios']",2,3.47,17,80,Merge Games Limited
Aurion: Legacy of the Kori-Odan,"[""Kiro'o Games"", 'Playdius']",2,1.5,6,69,Kiro'o Games
Concrete Genie,['Pixelopus'],1,3.84,31,75,Pixelopus
Loot Rascals,"['Hollow Ponds', 'Hollow Ponds Games Ltd']",2,2.46,13,71,Hollow Ponds
Sorcery! Parts 1 and 2,['inkle Ltd'],1,2.9,10,69,inkle Ltd
Generation Zero (2019),['Avalanche Studios'],1,2.3,43,49,Avalanche Studios
Cradle,['Flying Cafe for Semianimals'],1,3.83,46,65,Flying Cafe for Semianimals
The Curious Expedition,['Maschinen-Mensch'],1,4.23,26,74,Maschinen-Mensch
Yoshi's Crafted World,['Good-Feel'],1,3.71,66,79,Good-Feel
Nidhogg 2,['Messhof'],1,3.91,65,80,Messhof
Party Hard 2,"['Kverta', 'Pinokl Games']",2,3.46,25,74,Kverta
Yuppie Psycho,['Baroque Decay'],1,4.31,31,81,Baroque Decay
Ion Fury,"['Voidpoint', 'Voidpoint, LLC']",2,4.21,41,78,Voidpoint
Dead Effect 2,"['App Holdings', 'BadFly Interactive', 'BadFly Interactive, a.s.']",3,2.92,26,53,App Holdings
The Escapists: The Walking Dead,['Team17 Digital'],1,2.71,31,66,Team17 Digital
Last Word,['Twelve Tiles'],1,3.57,7,67,Twelve Tiles
The Park,"['Funcom', 'Funcom Oslo A/S']",2,3.1,41,67,Funcom
Deltarune (Chapter 1),"['Toby Fox', '8-4']",2,4.37,137,81,Toby Fox
Blues and Bullets,['A Crowd of Monsters'],1,3.37,26,73,A Crowd of Monsters
The Last Door: Season 2 - Collector's Edition,"['Phoenix Online Studios', 'The Game Kitchen']",2,3.27,15,85,Phoenix Online Studios
Pirate Pop Plus,['dadako'],1,1.67,6,65,dadako
A Normal Lost Phone,"['Accidental Queens', 'Plug In Digital', 'Seaven Studio', 'Playdius', 'Dear Villagers']",5,3.56,39,71,Accidental Queens
Trials Rising,"['Redlynx', 'Ubisoft']",2,3.73,60,81,Redlynx
"Warhammer 40,000: Regicide","['Hammerfall Publishing', 'Hammerfall Publishing Global']",2,3.21,22,72,Hammerfall Publishing
Transport Fever,"['Urban Games', 'Good Shepherd Entertainment']",2,3.85,40,71,Urban Games
Hatsune Miku: Project DIVA Future Tone,['SEGA'],1,3.56,62,84,SEGA
Five Nights at Freddy's 3,['Scott Cawthon'],1,2.7,40,68,Scott Cawthon
FRAMED Collection,['Loveshack Entertainment'],1,4.05,19,79,Loveshack Entertainment
Out of the Park Baseball 17,['Out of the Park Developments'],1,2.9,10,92,Out of the Park Developments
You Must Build A Boat,"['EightyEightGames', 'EightyEight Games LTD', 'EightyEight Games', 'LucaRedwood']",4,3.57,30,71,EightyEightGames
Layers of Fear 2,"['GUN MEDIA HOLDINGS, INC', 'Bloober Team S.A.']",2,3.25,57,67,"GUN MEDIA HOLDINGS, INC"
Thea: The Awakening,"['MuHa Games', 'Tactile Fusion Ltd']",2,3.41,22,73,MuHa Games
Tormentum - Dark Sorrow,['OhNoo Studio'],1,3.89,34,72,OhNoo Studio
Battle Brothers,['Overhype Studios'],1,4.0,49,80,Overhype Studios
Dyscourse,['Owlchemy Labs'],1,3.0,13,71,Owlchemy Labs
ZHEROS,['Rimlight Studios'],1,2.54,28,58,Rimlight Studios
WWE 2K17,"['2K', 'Visual Concepts', ""Yuke's Co., LTD"", 'Yukes Games']",4,3.09,45,61,2K
Sword Coast Legends,"['Digital Extremes', 'n-Space']",2,3.22,23,61,Digital Extremes
Bounty Train,['Corbie Games'],1,2.93,15,66,Corbie Games
Zenith,"['Badland Games, S.L.', 'Infinigon']",2,2.75,16,57,"Badland Games, S.L."
Extreme Exorcism,['Golden Ruby Games'],1,2.79,42,75,Golden Ruby Games
EA SPORTS NHL 17,['Electronic Arts'],1,3.42,52,78,Electronic Arts
Muse Dash,"['X.D. Network Inc.', 'PeroPeroGames', 'X.D. Network']",3,3.88,25,73,X.D. Network Inc.
Expeditions: Viking,['Logic Artists'],1,3.84,30,74,Logic Artists
On Rusty Trails,"['Black Pants Studio', 'Black Pants Studio GmbH']",2,2.57,7,77,Black Pants Studio
Anno 2205,['Blue Byte'],1,3.82,60,72,Blue Byte
Green Hell,['Creepy Jar'],1,3.58,24,77,Creepy Jar
Kingdom: Two Crowns,"['Coatsink', 'Noio', 'Raw Fury']",3,4.13,62,84,Coatsink
The Silver Case,"['AGM PLAYISM', 'NIS America Inc.', 'Grasshopper Manufacture']",3,3.62,21,67,AGM PLAYISM
1979 Revolution: Black Friday,"['Digerati Distribution', 'iNK Stories', 'N-Fusion Interactive']",3,3.54,26,80,Digerati Distribution
Cosmic Star Heroine,['Zeboyd Games'],1,3.34,31,77,Zeboyd Games
Zombie Vikings,['Zoink!'],1,2.95,22,74,Zoink!
FORCED SHOWDOWN,['BetaDwarf'],1,3.36,14,67,BetaDwarf
Dream,['HyperSloth'],1,2.33,12,59,HyperSloth
Venetica - Gold Edition,['Deck13'],1,3.67,9,61,Deck13
The Bunker,"['Channel 4', 'Splendy Interactive', 'Wales Interactive', 'Splendy Games']",4,3.28,39,57,Channel 4
Skyshine's BEDLAM,['Skyshine Games'],1,3.04,25,67,Skyshine Games
Trover saves the Universe,"['Squanchtendo', 'Squanch Games', 'Squanch Games, Inc.', 'Squanch Games, LLC (AKA  Squanchtendo, LLC )']",4,4.06,35,77,Squanchtendo
Impact Winter,"['BANDAI NAMCO Entertainment America Inc.', 'Mojo Bones']",2,2.6,10,62,BANDAI NAMCO Entertainment America Inc.
Downfall,['Harvester Games'],1,4.26,31,75,Harvester Games
Frozen Cortex,['Mode 7'],1,2.86,7,79,Mode 7
Monster Slayers,"['Digerati Distribution', 'Nerdook Productions']",2,3.5,8,86,Digerati Distribution
Planetbase,"['Madruga Works', 'Madruga Works Limited']",2,3.52,29,70,Madruga Works
Shadows: Awakening,"['Games Farm', 'Kalypso Media', 'Games Farm s.r.o.']",3,3.55,28,73,Games Farm
Seraph,"['Dreadbit', 'Dreadbit Ltd']",2,2.86,14,80,Dreadbit
Rez Infinite,"['Enhance Games', 'Monstars Inc.', 'Resonair']",3,4.29,53,91,Enhance Games
Football Manager 2019,['Sports Interactive'],1,4.12,77,86,Sports Interactive
Football Manager 2018,['Sports Interactive'],1,4.0,73,81,Sports Interactive
The Elder Scrolls V: Skyrim VR,['Bethesda Game Studios'],1,3.77,35,79,Bethesda Game Studios
The Long Journey Home,"['Daedalic Entertainment', 'Daedalic Studio West']",2,2.9,8,68,Daedalic Entertainment
Mario Tennis Aces,"['Nintendo', 'Camelot']",2,3.76,86,75,Nintendo
Youtubers Life,['U-Play Online'],1,2.82,38,63,U-Play Online
Total Annihilation,['Cavedog Entertainment'],1,4.36,32,86,Cavedog Entertainment
NeverEnd,"['Duck', 'Evgeniy Kolpakov t/a Sometimes You']",2,2.0,9,44,Duck
Sunless Skies,['Failbetter Games'],1,4.1,21,87,Failbetter Games
Battlefleet Gothic: Armada,['Tindalos Interactive'],1,3.86,21,77,Tindalos Interactive
Aporia: Beyond The Valley,['Investigate North'],1,2.91,11,71,Investigate North
Through the Woods,"['Antagonist', '1C Publishing EU s.r.o.']",2,3.05,19,63,Antagonist
EA SPORTS NHL 18,['Electronic Arts'],1,3.48,50,76,Electronic Arts
I Expect You To Die,"['Schell Games', 'Schell Games LLC']",2,4.4,42,76,Schell Games
Dungelot: Shattered Lands,"['Red Winter Software', 'tinyBuild']",2,3.47,19,78,Red Winter Software
Judgment (2019),['Ryu ga Gotoku Studio'],1,4.29,31,80,Ryu ga Gotoku Studio
Omensight,['Spearhead Games'],1,3.62,23,75,Spearhead Games
Persona 5: Dancing in Starlight,"['Atlus U.S.A., Inc.', 'P Studio']",2,3.85,46,72,"Atlus U.S.A., Inc."
Mainlining,['Rebelephant'],1,3.5,10,73,Rebelephant
CLANNAD,"['VisualArts/Key', 'PROTOTYPE CO., LTD.']",2,4.54,24,83,VisualArts/Key
Kingsway,['Andrew Morrish'],1,3.71,15,79,Andrew Morrish
Yonder: The Cloud Catcher Chronicles,['Prideful Sloth'],1,3.51,34,70,Prideful Sloth
Woolfe - The Red Hood Diaries,['GRIN'],1,3.15,20,55,GRIN
The Jackbox Party Pack 6,"['Jackbox Games', 'Jackbox Games, Inc.']",2,4.13,23,75,Jackbox Games
Scrap Garden,"['Alexey Davydov', 'Egidijus Bachur']",2,2.22,9,58,Alexey Davydov
Albert and Otto,"['Digerati Distribution', 'K Bros Games', 'Mokuni LLC', 'K Bros Entertainment LLC']",4,3.43,6,69,Digerati Distribution
Shadow Blade: Reload,"['Crescent Moon Games', 'Dead Mage', 'Dead Mage Inc']",3,3.3,10,70,Crescent Moon Games
Metroid: Samus Returns,"['Nintendo', 'MercurySteam Entertainment', 'MercurySteam Entertainment / Nintendo']",3,4.32,69,88,Nintendo
Close To The Sun,['Storm in a Teacup'],1,3.57,32,66,Storm in a Teacup
VoidExpanse,['AtomicTorch Studio'],1,3.0,11,59,AtomicTorch Studio
Rogue Stormers,"['Black Forest Games', 'Black Forest Games GmbH']",2,3.0,10,68,Black Forest Games
Blacksad: Under the Skin,"['Pendulo Studios', 'YS Interactive']",2,3.79,36,63,Pendulo Studios
Wheels of Aurelia,"['MixedBag', 'Santa Ragione', 'Santa Ragione s.r.l.', 'Santa Ragione Srl']",4,3.11,28,63,MixedBag
God Eater 3,"['BANDAI NAMCO Entertainment America Inc.', 'Marvelous Inc.', 'Bandai Namco Entertainment']",3,3.52,29,72,BANDAI NAMCO Entertainment America Inc.
Dragon Saga,['Gravity Interactive'],1,3.41,17,65,Gravity Interactive
Terminator: Resistance,['Teyon'],1,3.17,34,54,Teyon
Super Cloudbuilt,"['Coilworks', 'Coilworks, Double Eleven', 'Double Eleven']",3,3.4,9,76,Coilworks
Three Fourths Home: Extended Edition,['[bracket]games'],1,3.42,19,77,[bracket]games
Stephen's Sausage Roll,['increpare games'],1,4.07,15,90,increpare games
NEON STRUCT,['Minor Key Games'],1,3.11,9,62,Minor Key Games
One Finger Death Punch 2,['Silver Dollar Games'],1,3.93,15,81,Silver Dollar Games
Star Trek: Bridge Crew,['Ubisoft'],1,3.88,25,75,Ubisoft
RAD,"['BANDAI NAMCO Entertainment America Inc.', 'Double Fine Productions']",2,3.35,26,72,BANDAI NAMCO Entertainment America Inc.
Magnetic: Cage Closed,['Guru Games'],1,3.0,6,61,Guru Games
Super Mario Maker,['Nintendo'],1,4.21,88,80,Nintendo
NBA LIVE 19,['Electronic Arts Tiburon'],1,3.08,37,74,Electronic Arts Tiburon
MISSING: An Interactive Thriller - Episode One,['Zandel Media'],1,3.31,13,63,Zandel Media
Timespinner,"['Lunar Ray Games', 'LUNAR RAY GAMES LLC']",2,4.08,38,78,Lunar Ray Games
SINNER: Sacrifice for Redemption,"['Dark Star', 'ANOTHER INDIE STUDIO LIMITED']",2,3.03,29,61,Dark Star
ANCESTORS: The Humankind Odyssey,['Panache Digital Games'],1,2.8,48,69,Panache Digital Games
ARMS,['Nintendo'],1,3.63,87,77,Nintendo
Block'hood,['Plethora-Project LLC'],1,3.71,17,77,Plethora-Project LLC
Fallout 4 VR,['Bethesda Game Studios'],1,3.52,21,78,Bethesda Game Studios
Legend of Kay Anniversary,"['Kaiko', 'Neon Studios', 'THQ Nordic']",3,3.3,30,64,Kaiko
BlazBlue: Central Fiction,"['Aksys Games', 'Arc System Works']",2,3.95,21,85,Aksys Games
White Night,"['Activision', 'OSome Studio']",2,3.42,19,68,Activision
STAR OCEAN: INTEGRITY AND FAITHLESSNESS,['Square Enix'],1,3.38,31,58,Square Enix
Football Manager 2020 Touch,['Sports Interactive'],1,3.33,9,71,Sports Interactive
"That Dragon, Cancer",['Numinous Games'],1,3.65,26,78,Numinous Games
Soul Axiom,"['Wales Interactive', 'Wales Interactive Ltd.']",2,3.17,6,57,Wales Interactive
CRYPTARK,"['Alientrap', 'Alientrap Games Inc', 'Alientrap Games']",3,3.85,12,80,Alientrap
There Came an Echo,"['Iridium Studios', 'IRIDIUM STUDIOS LLC']",2,2.86,7,58,Iridium Studios
Ember,"['505 Games', 'N-Fusion Interactive']",2,3.12,7,70,505 Games
Five Nights at Freddy's 4,['Scott Cawthon'],1,2.59,29,51,Scott Cawthon
Budget Cuts,['Neat Corporation'],1,4.15,13,76,Neat Corporation
Diluvion,['Arachnid Games'],1,3.0,8,66,Arachnid Games
Chime Sharp,"['Chilled Mouse Ltd', 'Ste Curran', 'Twistplay', 'Chilled Mouse']",4,3.22,9,85,Chilled Mouse Ltd
Citadel: Forged with Fire,"['Blue Isle Studios', 'Virtual Basement LLC']",2,3.13,15,68,Blue Isle Studios
Quadrilateral Cowboy,['Blendo Games'],1,4.17,24,81,Blendo Games
FlatOut 4: Total Insanity,"['Kylotonn Entertainment', 'Sidewalk Games, LLC']",2,3.19,21,52,Kylotonn Entertainment
Kelvin and the Infamous Machine,['Blyts'],1,3.38,13,79,Blyts
Overfall,['Pera Games'],1,3.33,6,71,Pera Games
Out of the Park Baseball 18,['Out of the Park Developments'],1,4.36,11,86,Out of the Park Developments
Disgaea 2 PC,"['Nippon Ichi Software, Inc.']",1,4.33,15,81,"Nippon Ichi Software, Inc."
WRC 6 FIA World Rally Championship,['Kylotonn Entertainment'],1,2.87,30,68,Kylotonn Entertainment
Aven Colony,"['Mothership Entertainment LLC', 'Team17 Digital', 'Mothership Entertainment']",3,3.54,23,65,Mothership Entertainment LLC
Fire Emblem Fates: Birthright,['Intelligent Systems'],1,3.7,74,86,Intelligent Systems
